timestamp,open,high,low,volume,close
2017-09-13 09:00:00,4170.6,4179.14,3720.01,29636.38096311,3865.34
2017-09-14 09:00:00,3861.89,3921.74,3210,41319.39712570,3227.79
2017-09-15 09:00:00,3227.79,3820,2972.01,60278.94654177,3700.01
2017-09-16 09:00:00,3699.89,3872.9,3500,23158.22891071,3678.93
2017-09-17 09:00:00,3669.07,3772.52,3463,11770.21765049,3662.99
2017-09-18 09:00:00,3662.95,4122.7,3659.42,17207.59892439,4101.6
2017-09-19 09:00:00,4102,4119.7,3848.35,15278.93044040,3888.8
2017-09-20 09:00:00,3888.8,4050,3820.56,11660.27181331,3874.46
2017-09-21 09:00:00,3864,3914,3573,17904.29717206,3617.05
2017-09-22 09:00:00,3607.83,3761.84,3514,15007.73844949,3612.18
2017-09-23 09:00:00,3611.91,3810.25,3552,10123.23213552,3779.17
2017-09-24 09:00:00,3781.13,3783.25,3615,6508.72499023,3664.22
2017-09-25 09:00:00,3667.01,3968.59,3658.39,14979.78226289,3918
2017-09-26 09:00:00,3920.66,3970,3850.61,10014.62367124,3888.03
2017-09-27 09:00:00,3883.95,4226.73,3870,15075.83871664,4199.29
2017-09-28 09:00:00,4202.34,4270.01,4123.5,9625.92938226,4184.84
2017-09-29 09:00:00,4183.47,4227.62,4022.02,12191.93065131,4164.82
2017-09-30 09:00:00,4162.04,4349,4154.28,7496.78249925,4326.09
2017-10-01 09:00:00,4326.09,4377.22,4216,7211.33513580,4377.22
2017-10-02 09:00:00,4369.33,4453,4352,8259.81863150,4391.48
2017-10-03 09:00:00,4391.41,4425,4218,12468.05725642,4315.83
2017-10-04 09:00:00,4315.73,4343,4170.07,8518.99274917,4219.53
2017-10-05 09:00:00,4219.74,4358.97,4137.96,8419.96284162,4301.09
2017-10-06 09:00:00,4301.09,4425,4278.4,8377.30164966,4362.95
2017-10-07 09:00:00,4356.09,4463,4312.82,4646.40562117,4423.3
2017-10-08 09:00:00,4422.72,4612,4404.5,10083.86684927,4597.98
2017-10-09 09:00:00,4597.97,4865,4541,12923.66661677,4764.7
2017-10-10 09:00:00,4761.67,4909.97,4700,11666.02496241,4749.29
2017-10-11 09:00:00,4747.9,4869.78,4700,9866.89562175,4822.01
2017-10-12 09:00:00,4822.01,5445,4793.66,19916.22801995,5445
2017-10-13 09:00:00,5444,5846.43,5380,27827.38028536,5653.6
2017-10-14 09:00:00,5653.58,5817.34,5558.26,8410.93623080,5801.29
2017-10-15 09:00:00,5795.01,5830,5415,11542.94583367,5679.7
2017-10-16 09:00:00,5683.92,5807.11,5548,9066.79974453,5745.72
2017-10-17 09:00:00,5752.2,5776.31,5506.78,9105.28187907,5597.31
2017-10-18 09:00:00,5591.97,5617.75,5101.36,18961.67579669,5582.05
2017-10-19 09:00:00,5572.64,5735.14,5512.06,9919.83821694,5698.69
2017-10-20 09:00:00,5700,6074,5589.8,15109.06365101,5977.29
2017-10-21 09:00:00,5977.26,6180,5871,15357.42373371,6013.46
2017-10-22 09:00:00,6010.85,6071.07,5700,12232.52332991,5969
2017-10-23 09:00:00,5967.38,6045.34,5617.75,15331.63502934,5871.17
2017-10-24 09:00:00,5869.82,5870,5453.01,17286.72373931,5523.4
2017-10-25 09:00:00,5518.49,5748,5366,12349.10670220,5735.88
2017-10-26 09:00:00,5741.35,5988,5683,11788.30258919,5890
2017-10-27 09:00:00,5889.99,5994.06,5674.06,11911.04199625,5771.89
2017-10-28 09:00:00,5773.03,5875.66,5646.18,5926.29737158,5730.69
2017-10-29 09:00:00,5731.7,6316.85,5683,16086.62569466,6137.37
2017-10-30 09:00:00,6133.01,6229.77,6024.03,9574.64365313,6119.99
2017-10-31 09:00:00,6120,6449.78,6072.81,13423.30855051,6434.21
2017-11-01 09:00:00,6434.24,6756.36,6340.01,12967.22211638,6741.59
2017-11-02 09:00:00,6745.04,7354.1,6700,26514.65119452,7030
2017-11-03 09:00:00,7030,7500,6925.22,15999.78379684,7146.82
2017-11-04 09:00:00,7145.24,7569.9,6994,9200.11461844,7388.83
2017-11-05 09:00:00,7388.79,7590,7275.16,9218.32689776,7372.72
2017-11-06 09:00:00,7373.3,7421.39,6922.07,19323.12875746,6967.68
2017-11-07 09:00:00,6967.64,7244.69,6945,11634.26529651,7130.28
2017-11-08 09:00:00,7131.38,7888,7080.01,24679.72054960,7450.32
2017-11-09 09:00:00,7465.06,7490,7061.2,14799.26577204,7148
2017-11-10 09:00:00,7150.61,7343.18,6429.44,26614.27605231,6588.18
2017-11-11 09:00:00,6588.18,6820,6218,14942.70255533,6355.13
2017-11-12 09:00:00,6355.13,6488.88,5555.55,37315.15663980,5870.37
2017-11-13 09:00:00,5870.03,6775.75,5846,27202.28180796,6525.17
2017-11-14 09:00:00,6524.69,6750,6466.88,12072.05308804,6609
2017-11-15 09:00:00,6609,7350,6609,16869.89791295,7294
2017-11-16 09:00:00,7294,7976.79,7120.85,19272.37147666,7846.96
2017-11-17 09:00:00,7846.96,7997,7528.5,17714.36787452,7674.99
2017-11-18 09:00:00,7675,7858,7431.54,7326.81014016,7771.03
2017-11-19 09:00:00,7775.55,8087.35,7675,8307.77750857,8016.58
2017-11-20 09:00:00,8016.58,8269.99,7900,8179.45772727,8226.17
2017-11-21 09:00:00,8226.14,8354.46,7770,13686.51123870,8095.23
2017-11-22 09:00:00,8095.19,8310.89,8045.76,8078.58080138,8214.69
2017-11-23 09:00:00,8214.69,8279.76,7980,7811.79339997,7989
2017-11-24 09:00:00,7988.96,8340,7876,9289.98925704,8199.19
2017-11-25 09:00:00,8199.83,8737,8114.78,11611.66637888,8717.99
2017-11-26 09:00:00,8718,9366.6,8538.2,12021.21548696,9271.06
2017-11-27 09:00:00,9278.99,9721.7,9267,13272.45254013,9708.07
2017-11-28 09:00:00,9708.06,9968,9582.25,11214.92993115,9868.82
2017-11-29 09:00:00,9877.63,11395,9250,33432.33996208,9824.68
2017-11-30 09:00:00,9833.7,10618.29,9000,25433.45836367,9947.67
2017-12-01 09:00:00,9927.29,10949.89,9370.11,16708.03224846,10840.45
2017-12-02 09:00:00,10840.45,11200,10637.69,9267.16105468,10872
2017-12-03 09:00:00,10875.68,11800.01,10513.16,14238.52587700,11250
2017-12-04 09:00:00,11250,11613.07,10850,13621.48197282,11613.07
2017-12-05 09:00:00,11613.07,11850,11384.25,11875.03377686,11677
2017-12-06 09:00:00,11676.99,13700,11659.8,19784.87348713,13623.5
2017-12-07 09:00:00,13623,16615.62,13085.9,25787.67655646,16599.99
2017-12-08 09:00:00,16599.99,16666.66,13482.42,25473.39531065,15800
2017-12-09 09:00:00,15799.87,15998.5,12701.05,16587.47292694,14607.49
2017-12-10 09:00:00,14601.01,15385,13011,18487.98304099,14691
2017-12-11 09:00:00,14690.99,17270,14677.19,16583.72315538,16470
2017-12-12 09:00:00,16470,17428.42,15967.29,13517.89210328,16650.01
2017-12-13 09:00:00,16650.01,17107.03,15497.69,17136.70585820,16250
2017-12-14 09:00:00,16245.02,16830.45,15852.69,13409.52428786,16404.99
2017-12-15 09:00:00,16404.99,17934,16337.19,18998.38813709,17471.5
2017-12-16 09:00:00,17477.98,19377,17269.99,9761.22080853,19187.78
2017-12-17 09:00:00,19187.78,19666,18465,9749.24915462,18953
2017-12-18 09:00:00,18953,19220,17835.2,14678.94144797,18940.57
2017-12-19 09:00:00,18940.58,19160.79,16831.26,21528.13766503,17700
2017-12-20 09:00:00,17700,17950,15343.04,31172.22880670,16466.98
2017-12-21 09:00:00,16466.98,17281.17,15005,20377.86043859,15600.01
2017-12-22 09:00:00,15600,15795.61,11159.93,57444.88580326,14009.79
2017-12-23 09:00:00,13980,15756.22,13496.48,21786.40866420,14619
2017-12-24 09:00:00,14619,14619.1,12488,18519.48932254,14157.87
2017-12-25 09:00:00,14107.87,14650,13210,11564.54433309,13911.28
2017-12-26 09:00:00,13925.5,16147.87,13746.95,15051.16401761,15764.44
2017-12-27 09:00:00,15764.45,16480.52,14484,15643.75488215,15364.93
2017-12-28 09:00:00,15390.05,15474.19,13500,16557.21732271,14470.07
2017-12-29 09:00:00,14436.99,15111,13998,13505.70299216,14340
2017-12-30 09:00:00,14351,14463.28,12050,21749.67444609,12640
2017-12-31 09:00:00,12640,14296.06,12491.21,11583.41864698,13880
2018-01-01 09:00:00,13880,13941.75,12801.38,7688.03068460,13443.41
2018-01-02 09:00:00,13394.2,15257.53,12910.58,16299.66930279,14678.94
2018-01-03 09:00:00,14670.96,15500,14546.28,12275.00119668,15155.62
2018-01-04 09:00:00,15155.62,15430.27,14192.37,15004.01859256,15143.67
2018-01-05 09:00:00,15143.67,17200,14810,16248.91467956,16928
2018-01-06 09:00:00,16927.99,17234.99,16220,9501.01675546,17149.67
2018-01-07 09:00:00,17142.43,17149.97,15707.16,8632.81384337,16124.02
2018-01-08 09:00:00,16173.98,16300,13900,16676.34994239,14999.99
2018-01-09 09:00:00,14999.99,15367.18,14123.97,13913.52469368,14403.51
2018-01-10 09:00:00,14403.51,14900,13412,18479.01253046,14890.02
2018-01-11 09:00:00,14899.99,14973.07,12800,19630.07517112,13243.83
2018-01-12 09:00:00,13249.99,14152.19,12807.27,13433.08481363,13781.41
2018-01-13 09:00:00,13829.28,14619.1,13789.42,7488.98701847,14197.78
2018-01-14 09:00:00,14197.78,14365.81,13072.22,7588.63558972,13647.99
2018-01-15 09:00:00,13647.99,14394.36,13429.25,9444.63530824,13607.04
2018-01-16 09:00:00,13581.66,13607.04,10162,38789.88308789,11386.34
2018-01-17 09:00:00,11393.97,11794.07,9222,41356.18973790,11191.35
2018-01-18 09:00:00,11199,12146,10693,22195.26202056,11247.57
2018-01-19 09:00:00,11290.9,12050.39,11025.18,13203.25567513,11552
2018-01-20 09:00:00,11560.82,13052.12,11515.94,10324.05733414,12775.99
2018-01-21 09:00:00,12782.99,12791.88,11100,11596.44128787,11558.87
2018-01-22 09:00:00,11558.87,11910.78,10028.41,17067.72925582,10808.99
2018-01-23 09:00:00,10810,11409.87,9927.54,17250.17614645,10851.82
2018-01-24 09:00:00,10848.99,11500,10488.13,11646.79059794,11400.96
2018-01-25 09:00:00,11400.98,11741.82,10868.57,10212.92183381,11155.54
2018-01-26 09:00:00,11140.01,11635,10263.32,15074.66641243,11092.95
2018-01-27 09:00:00,11093.74,11630.47,10815.84,10309.80746248,11446.54
2018-01-28 09:00:00,11446.54,11989.15,11360.52,9956.09249576,11685.58
2018-01-29 09:00:00,11685.58,11820.01,10991,9996.35689848,11162.62
2018-01-30 09:00:00,11162.62,11222.36,9731.2,21082.19252764,9971
2018-01-31 09:00:00,9971,10324,9514.96,12743.50947059,10149
2018-02-01 09:00:00,10148.99,10187.56,8455,26356.58883931,8998.99
2018-02-02 09:00:00,9010.87,9096.79,7625.25,44406.01982931,8838.83
2018-02-03 09:00:00,8838.29,9491.2,8170.71,16208.37411342,9225.86
2018-02-04 09:00:00,9225.31,9350.09,7825,19110.67246079,8191
2018-02-05 09:00:00,8190.78,8335.56,6600,46544.42880431,6874.27
2018-02-06 09:00:00,6878.65,8150,5920.72,70961.36965826,7737.37
2018-02-07 09:00:00,7737.26,8649,7213.8,32640.89253754,7588.01
2018-02-08 09:00:00,7588.01,8644.36,7565.5,22746.39118112,8259.76
2018-02-09 09:00:00,8259.42,8779.62,7753.32,18418.11709042,8693.98
2018-02-10 09:00:00,8693.98,9090.8,8170.86,14670.55870203,8560
2018-02-11 09:00:00,8560,8560,7820,12711.78584570,8067
2018-02-12 09:00:00,8077.25,8995,8067,15071.04029684,8899
2018-02-13 09:00:00,8891.2,8951.89,8360.13,11374.52415254,8522.99
2018-02-14 09:00:00,8504.57,9515,8504.57,17468.73886593,9490.98
2018-02-15 09:00:00,9490.98,10234,9350,21036.33731750,10018
2018-02-16 09:00:00,10011.3,10300,9707.51,11857.64277513,10196
2018-02-17 09:00:00,10203.14,11135.83,10053.5,14511.16913676,11101
2018-02-18 09:00:00,11101,11300,10153.15,17623.07943135,10421.06
2018-02-19 09:00:00,10433.68,11262.48,10307.51,11698.25622611,11173
2018-02-20 09:00:00,11159.12,11780,11080.37,15880.90903980,11233.41
2018-02-21 09:00:00,11233.42,11275.74,10256,19959.67715652,10449.4
2018-02-22 09:00:00,10446.79,10935,9731.2,20204.69095384,9843.34
2018-02-23 09:00:00,9843.33,10405.3,9600,16044.03930333,10166.1
2018-02-24 09:00:00,10135.2,10540.63,9373.48,13972.71472351,9689.99
2018-02-25 09:00:00,9688.26,9883.41,9260,11037.17695269,9590.04
2018-02-26 09:00:00,9595.99,10461.97,9376.34,16156.80505618,10324.7
2018-02-27 09:00:00,10329.99,10850,10150,10408.47993775,10566.3
2018-02-28 09:00:00,10572.49,11064.75,10255.07,10490.74905816,10314.9
2018-03-01 09:00:00,10314.99,11090,10223.41,9481.66514611,10903.13
2018-03-02 09:00:00,10917.37,11175,10774.01,8329.09790086,11029.99
2018-03-03 09:00:00,11032.81,11503.24,11022.85,7786.26753951,11445
2018-03-04 09:00:00,11445,11511,11054.91,6831.63070279,11463.27
2018-03-05 09:00:00,11479.68,11688,11383.66,9933.67623336,11419.24
2018-03-06 09:00:00,11417.39,11420.01,10560.19,14734.41949313,10723.76
2018-03-07 09:00:00,10723.01,10911.78,9450,26116.51184803,9913.03
2018-03-08 09:00:00,9904.52,10150,9078.95,22522.42746991,9285.32
2018-03-09 09:00:00,9293.06,9420.39,8366,29014.16684454,9230
2018-03-10 09:00:00,9228.83,9514.96,8697,12886.58857926,8791.47
2018-03-11 09:00:00,8795.04,9768.37,8450,16407.54237557,9535.04
2018-03-12 09:00:00,9535.04,9892,8742.07,18751.02057959,9120.75
2018-03-13 09:00:00,9115.24,9482.79,8830,16001.47534639,9142.32
2018-03-14 09:00:00,9152.07,9356.14,7948,21191.02313580,8196.69
2018-03-15 09:00:00,8195.99,8425,7682,18387.61138793,8265.05
2018-03-16 09:00:00,8265.05,8613.06,7914.08,16498.62433531,8258.54
2018-03-17 09:00:00,8258.54,8356.4,7730.23,12048.66889140,7860.83
2018-03-18 09:00:00,7860.83,8324.92,7325.37,19547.36114711,8188.24
2018-03-19 09:00:00,8205.55,8718.74,8114.17,19396.08835883,8596.93
2018-03-20 09:00:00,8596.79,9051,8313.01,13454.82226040,8904.02
2018-03-21 09:00:00,8904.02,9188.1,8754.83,12100.99713332,8893.79
2018-03-22 09:00:00,8892.18,9099.59,8503.52,12587.63392229,8704.67
2018-03-23 09:00:00,8708.52,8920.79,8265,13749.78486097,8920.79
2018-03-24 09:00:00,8917.99,9020,8505,9731.98236841,8547
2018-03-25 09:00:00,8541.96,8680,8368.63,9155.91214778,8453.9
2018-03-26 09:00:00,8451.12,8500,7831.15,17693.41533930,8149.66
2018-03-27 09:00:00,8152.26,8211.62,7742.11,12385.25028422,7791.7
2018-03-28 09:00:00,7791.69,8104.98,7723.03,8437.64467971,7932.41
2018-03-29 09:00:00,7932.41,7968,6914.53,22138.11413228,7088.38
2018-03-30 09:00:00,7086.14,7302.35,6550,29101.44802706,6850
2018-03-31 09:00:00,6839.63,7231.73,6794.26,11579.59705718,6928.62
2018-04-01 09:00:00,6926.5,7045.71,6427.16,18046.94087395,6813.52
2018-04-02 09:00:00,6816.31,7106.5,6759.96,13624.16035566,7052.76
2018-04-03 09:00:00,7052.75,7506.84,7001.28,16089.54162903,7416.27
2018-04-04 09:00:00,7415.53,7430,6710.38,15779.20246661,6799.95
2018-04-05 09:00:00,6799.37,6928.7,6578.95,11894.53597807,6771.69
2018-04-06 09:00:00,6771.3,6850,6510,8478.41806897,6618.33
2018-04-07 09:00:00,6627.7,7069.13,6600.99,7683.04165260,6904.9
2018-04-08 09:00:00,6904.21,7104.52,6894.8,4352.69794202,7027.26
2018-04-09 09:00:00,7027.26,7175.83,6611.49,10103.91621615,6780.1
2018-04-10 09:00:00,6782.39,6900,6653.21,6480.19276418,6835.67
2018-04-11 09:00:00,6824.75,6984.92,6809.26,5825.41064556,6940.94
2018-04-12 09:00:00,6940.94,8069.34,6758.45,19033.38033440,7923.78
2018-04-13 09:00:00,7923.78,8239.33,7753.32,19605.94275077,7896.92
2018-04-14 09:00:00,7885.9,8232.14,7835,8935.53071477,8000.41
2018-04-15 09:00:00,8003.39,8417,8001.23,7542.84081564,8354.22
2018-04-16 09:00:00,8353.43,8424.99,7905,10866.60295749,8048.15
2018-04-17 09:00:00,8054.68,8160.85,7806.81,9277.15121538,7890.87
2018-04-18 09:00:00,7890.87,8235,7870.35,9227.20459808,8172.84
2018-04-19 09:00:00,8172.83,8297.99,8074.44,9436.84632763,8271.31
2018-04-20 09:00:00,8273,8934,8216.9,16059.62267134,8861
2018-04-21 09:00:00,8865.78,9023.4,8608,15336.30792743,8920.71
2018-04-22 09:00:00,8924.93,9036.52,8760,9346.45175925,8789.96
2018-04-23 09:00:00,8781.7,9006.39,8771.22,10286.11771490,8946.95
2018-04-24 09:00:00,8942,9737.16,8930,20460.50898304,9648
2018-04-25 09:00:00,9648.36,9755.53,8751,33035.90404482,8864.99
2018-04-26 09:00:00,8855.07,9326.79,8647.29,20042.96970211,9274.48
2018-04-27 09:00:00,9277.32,9387.82,8901.09,11375.51437547,8921.43
2018-04-28 09:00:00,8916.54,9442.34,8854.47,15558.40230193,9345.11
2018-04-29 09:00:00,9352.97,9538.75,9180,10940.71803063,9393.99
2018-04-30 09:00:00,9396.32,9443.96,9111,8085.68829456,9242.17
2018-05-01 09:00:00,9243.51,9249.99,8815.91,12138.26396050,9066.9
2018-05-02 09:00:00,9066.9,9259.16,8975.23,10575.17497792,9222
2018-05-03 09:00:00,9220,9799.99,9165.19,11670.79957863,9732.43
2018-05-04 09:00:00,9737,9784.73,9527.38,7326.05207111,9696.57
2018-05-05 09:00:00,9689,9948.98,9670.68,7403.10502352,9823.28
2018-05-06 09:00:00,9827.04,9918.41,9375,8155.57685660,9623.54
2018-05-07 09:00:00,9621.99,9634.5,9175,13616.34859330,9359.52
2018-05-08 09:00:00,9356.79,9450,9015,11418.31053651,9167.69
2018-05-09 09:00:00,9181.52,9368.79,8974.62,11368.83432539,9308.49
2018-05-10 09:00:00,9308.49,9393,8987.74,11764.97750570,9020.99
2018-05-11 09:00:00,9007.19,9018.38,8351,20383.92660992,8411.42
2018-05-12 09:00:00,8408.79,8652.8,8208.81,15464.92940302,8481.6
2018-05-13 09:00:00,8481.72,8775.9,8335.56,9835.22450915,8696.58
2018-05-14 09:00:00,8696.54,8900.9,8286.57,18861.93709627,8674.36
2018-05-15 09:00:00,8674.53,8865,8400,12391.83198691,8474.99
2018-05-16 09:00:00,8481.99,8505.33,8100.01,12705.12321984,8346.59
2018-05-17 09:00:00,8337.77,8500,7980,8259.12452442,8067.03
2018-05-18 09:00:00,8058.16,8275.1,7929.53,7181.20388348,8248.87
2018-05-19 09:00:00,8248.99,8395,8141.08,3784.07576637,8231.2
2018-05-20 09:00:00,8225.55,8590,8170.71,5314.99889979,8518.48
2018-05-21 09:00:00,8518.64,8589.1,8320,6126.97105348,8391.76
2018-05-22 09:00:00,8403.23,8417.65,7951.41,9101.06078693,7984.08
2018-05-23 09:00:00,7983.98,8032.01,7435.49,17635.90129337,7502.89
2018-05-24 09:00:00,7509.99,7733.99,7267.24,11648.36524358,7586.88
2018-05-25 09:00:00,7579.3,7661.07,7328.13,10088.84331121,7471.18
2018-05-26 09:00:00,7459.21,7622.87,7276.04,4043.55765023,7335.99
2018-05-27 09:00:00,7335.99,7412.57,7213.09,3144.45110906,7347.39
2018-05-28 09:00:00,7348.64,7445,7084.99,6583.63252959,7112.5
2018-05-29 09:00:00,7112.2,7537,7026.9,11049.92099287,7469.45
2018-05-30 09:00:00,7469.45,7559,7273.89,8940.45400530,7375.73
2018-05-31 09:00:00,7375.64,7601.23,7330.22,7339.00726931,7492.28
2018-06-01 09:00:00,7492.28,7620.01,7348.45,6762.62757270,7511.6
2018-06-02 09:00:00,7511.72,7700,7438.92,4012.16875521,7642
2018-06-03 09:00:00,7642,7790.69,7581.03,4729.21008365,7703.67
2018-06-04 09:00:00,7712.97,7764.44,7449.68,6990.55135270,7488.26
2018-06-05 09:00:00,7494.99,7685,7360,9968.45508961,7617.98
2018-06-06 09:00:00,7617.98,7695.46,7482.61,7058.05577232,7658.57
2018-06-07 09:00:00,7658.99,7750,7618.99,7545.00925066,7689.28
2018-06-08 09:00:00,7676.41,7697,7542,4676.55832777,7618.11
2018-06-09 09:00:00,7618.11,7686.45,7468.31,2713.78104511,7492.7
2018-06-10 09:00:00,7498,7498,6627.7,14392.69540615,6781.17
2018-06-11 09:00:00,6781.17,6919.97,6634.86,11409.52423218,6880.61
2018-06-12 09:00:00,6880.76,6880.76,6461.42,8827.59949970,6557.67
2018-06-13 09:00:00,6557.66,6624.45,6120,19190.50457858,6307.4
2018-06-14 09:00:00,6308.49,6708.1,6270.69,14185.83821156,6646.1
2018-06-15 09:00:00,6638.8,6666.66,6370,7132.20678871,6390.6
2018-06-16 09:00:00,6390.6,6557.81,6333.63,3553.69972603,6487.92
2018-06-17 09:00:00,6487.92,6575.35,6429.23,2828.75680848,6453.41
2018-06-18 09:00:00,6451.03,6793,6381.25,5940.17439750,6707.5
2018-06-19 09:00:00,6711.3,6841.81,6660.21,5443.67979628,6736.52
2018-06-20 09:00:00,6728.44,6809.26,6558.95,5193.76884592,6756.58
2018-06-21 09:00:00,6756.6,6792.2,6677.85,4837.32442832,6718.33
2018-06-22 09:00:00,6718.33,6737.97,5940,18544.14405465,6050.45
2018-06-23 09:00:00,6055.17,6261,6048.54,4585.87147205,6177.38
2018-06-24 09:00:00,6169.91,6255.05,5780,11423.59392896,6153.4
2018-06-25 09:00:00,6153.6,6365.34,6075.01,9689.68930701,6253.61
2018-06-26 09:00:00,6252.28,6277,6025.68,7751.62208792,6068
2018-06-27 09:00:00,6073.99,6181.11,5985,7446.86155074,6135.64
2018-06-28 09:00:00,6135.64,6165.49,5818.14,8878.39857291,5848.33
2018-06-29 09:00:00,5845.2,6299,5774.72,12067.37316767,6204.24
2018-06-30 09:00:00,6204.01,6510,6190.28,6915.08887702,6385.71
2018-07-01 09:00:00,6385.75,6438.55,6259.34,4160.70556721,6349.99
2018-07-02 09:00:00,6345.48,6667.57,6270.69,8799.80247408,6612.98
2018-07-03 09:00:00,6605.46,6666,6464.39,5924.86541706,6507.99
2018-07-04 09:00:00,6507.99,6792.28,6413.2,6706.73400620,6584.25
2018-07-05 09:00:00,6575.62,6700,6445.31,7692.21577694,6533.69
2018-07-06 09:00:00,6533.69,6636.15,6449.76,5457.67218749,6596.53
2018-07-07 09:00:00,6604.74,6820,6510,4842.79587112,6759.99
2018-07-08 09:00:00,6755.46,6783.54,6674.6,5145.84575684,6706.6
2018-07-09 09:00:00,6706.6,6814.72,6620,7165.21723333,6666.75
2018-07-10 09:00:00,6666.75,6683.9,6270.84,9163.01977492,6299.46
2018-07-11 09:00:00,6304.45,6400,6285,6370.13680136,6380
2018-07-12 09:00:00,6379.13,6380,6072,7792.46685782,6243.88
2018-07-13 09:00:00,6243.53,6337.25,6121.01,5901.29571452,6215.59
2018-07-14 09:00:00,6208.78,6317.84,6180,2584.73396230,6243.98
2018-07-15 09:00:00,6245.99,6397.21,6227.76,3556.29310719,6349.3
2018-07-16 09:00:00,6353.25,6755,6333.63,9404.05647649,6721.04
2018-07-17 09:00:00,6721.21,7468.31,6657.95,12703.29651293,7310.71
2018-07-18 09:00:00,7310.71,7599.98,7239.15,13347.87637571,7374.88
2018-07-19 09:00:00,7384.92,7570.9,7278.84,8803.25309749,7471.42
2018-07-20 09:00:00,7474.35,7696.88,7265,9379.17143244,7330.84
2018-07-21 09:00:00,7330.84,7458,7212,4049.81022253,7409.92
2018-07-22 09:00:00,7398.16,7581.03,7336.15,5107.97881280,7396.6
2018-07-23 09:00:00,7393.5,7800,7369.86,12572.45317131,7719.62
2018-07-24 09:00:00,7712.46,8496.96,7691.14,18707.41156484,8403.83
2018-07-25 09:00:00,8394.48,8475,8049.22,10348.06857767,8174.06
2018-07-26 09:00:00,8174.06,8314.23,7855.97,8091.87166049,7926
2018-07-27 09:00:00,7926,8274.98,7798.48,8701.76587806,8183.05
2018-07-28 09:00:00,8177.72,8259,8051.43,2765.68049060,8237.74
2018-07-29 09:00:00,8231.07,8299.99,8109.74,3980.27940760,8216.74
2018-07-30 09:00:00,8216.74,8295,7853.01,11785.89207823,8160.21
2018-07-31 09:00:00,8162.28,8162.37,7633.67,11994.08614156,7725.43
2018-08-01 09:00:00,7726.85,7761.56,7440,11406.76843741,7602.01
2018-08-02 09:00:00,7600.22,7709.98,7455,5262.23613199,7536.37
2018-08-03 09:00:00,7535,7542.92,7286.41,9585.77930917,7416.98
2018-08-04 09:00:00,7416.98,7494.48,6926,6831.75139028,7009.99
2018-08-05 09:00:00,7009.94,7086.8,6888.88,6039.13514460,7032.61
2018-08-06 09:00:00,7028.89,7157.93,6835.06,7317.64296455,6936.11
2018-08-07 09:00:00,6932.18,7155,6671,10039.39296375,6717.68
2018-08-08 09:00:00,6717.67,6717.68,6121,14668.56802221,6283.59
2018-08-09 09:00:00,6283.89,6627,6190.01,9484.88670496,6543.76
2018-08-10 09:00:00,6544.98,6584.05,5995.75,14096.00988894,6139.99
2018-08-11 09:00:00,6139.99,6494.13,6000,6818.37504816,6239.98
2018-08-12 09:00:00,6240.49,6493.77,6163.44,7169.89323056,6310.82
2018-08-13 09:00:00,6311.99,6544.37,6142.2,8896.68083746,6252.63
2018-08-14 09:00:00,6252.63,6254.02,5880,14235.27018218,6193.62
2018-08-15 09:00:00,6194.3,6628.5,6186.02,12501.11334781,6272.3
2018-08-16 09:00:00,6273.34,6477.57,6208.37,7099.26116360,6313.51
2018-08-17 09:00:00,6314.08,6584.49,6290.64,6635.58158998,6580.15
